Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
1,Steven Spielberg,"$7,548.1",68,$111.0,Jurassic World,$652.3
2,Kevin Feige,"$7,209.9",30,$240.3,The Avengers,$623.4
3,Stan Lee,"$6,907.3",34,$203.2,The Avengers,$623.4
4,Kathleen Kennedy,"$6,906.6",59,$117.1,Star Wars: The Force Awakens,$936.7
5,Thomas Tull,"$5,694.7",38,$149.9,Jurassic World,$652.3
6,Frank Marshall,"$5,435.7",58,$93.7,Jurassic World,$652.3
7,Arnon Milchan,"$4,977.2",118,$42.2,Alvin and the Chipmunks 2,$219.6
8,Jerry Bruckheimer,"$4,892.4",44,$111.2,Dead Man's Chest,$423.3
9,Brian Grazer,"$4,150.0",65,$63.8,The Grinch,$260.0
10,Scott Rudin,"$4,072.0",88,$46.3,True Grit,$171.2
11,Roger Birnbaum,"$4,040.5",78,$51.8,Bruce Almighty,$242.8
12,John Lasseter,"$3,978.7",21,$189.5,Toy Story 3,$415.0
13,Neal H. Moritz,"$3,976.8",48,$82.8,Furious 7,$353.0
14,Joel Silver,"$3,692.1",69,$53.5,The Matrix Reloaded,$281.6
15,Avi Arad,"$3,656.6",23,$159.0,Spider-Man,$403.7
16,Ian Bryce,"$3,598.2",23,$156.4,Spider-Man,$403.7
17,Louis D'Esposito,"$3,559.7",12,$296.6,The Avengers,$623.4
18,George Lucas,"$3,406.3",22,$154.8,The Phantom Menace,$474.5
19,Gary Barber,"$3,233.3",68,$47.5,Bruce Almighty,$242.8
20,Jon Jashni,"$3,052.7",30,$101.8,Jurassic World,$652.3
21,Christopher Meledandri,"$2,985.5",17,$175.6,The Secret Life of Pets,$368.4
22,Alan Fine,"$2,960.8",9,$329.0,The Avengers,$623.4
23,Charles Roven,"$2,873.3",24,$119.7,The Dark Knight Rises,$448.1
24,David Heyman,"$2,855.5",15,$190.4,Harry Potter / Deathly Hallows (P2),$381.0
25,Ryan Kavanaugh,"$2,841.6",63,$45.1,Little Fockers,$148.4
26,Adam Sandler,"$2,840.1",34,$83.5,Hotel Transylvania 2,$169.7
27,Jack Giarraputo,"$2,804.1",36,$77.9,Big Daddy,$163.5
28,Lauren Schuler Donner,"$2,795.5",31,$90.2,Deadpool,$363.1
29,Michael Bay,"$2,750.7",23,$119.6,Transformers 2,$402.1
30,Lorenzo di Bonaventura,"$2,667.6",26,$102.6,Transformers 2,$402.1
31,Colin Wilson,"$2,618.1",17,$154.0,Avatar,$760.5
32,Wyck Godfrey,"$2,543.2",24,$106.0,The Twilight Saga: Eclipse,$300.5
33,Joe Roth,"$2,448.8",49,$50.0,Alice in Wonderland,$334.2
34,Michael De Luca,"$2,429.1",54,$45.0,Rush Hour 2,$226.2
35,J.J. Abrams,"$2,423.2",15,$161.5,Star Wars: The Force Awakens,$936.7
36,Chris Columbus,"$2,407.8",19,$126.7,Harry Potter / Sorcerer's Stone,$317.6
37,Karen Rosenfelt,"$2,333.2",13,$179.5,The Twilight Saga: Eclipse,$300.5
38,Emma Thomas,"$2,318.6",12,$193.2,The Dark Knight,$534.9
39,John Davis,"$2,305.8",56,$41.2,The Firm,$158.3
40,Peter Jackson,"$2,283.9",13,$175.7,Return of the King,$377.8
41,Janet Healy,"$2,248.2",9,$249.8,The Secret Life of Pets,$368.4
42,Bryan Burk,"$2,224.5",9,$247.2,Star Wars: The Force Awakens,$936.7
43,Tim Bevan,"$2,203.7",89,$24.8,Les Miserables,$148.8
44,Eric Fellner,"$2,181.1",83,$26.3,Les Miserables,$148.8
45,Jon Favreau,"$2,163.9",9,$240.4,The Avengers,$623.4
46,Fran Walsh,"$2,114.9",9,$235.0,Return of the King,$377.8
47,Laura Ziskin,"$2,091.7",17,$123.0,Spider-Man,$403.7
48,Victoria Alonso,"$2,084.3",5,$416.9,The Avengers,$623.4
49,Simon Kinberg,"$2,045.7",14,$146.1,Deadpool,$363.1
50,Patrick Crowley,"$2,026.4",15,$135.1,Jurassic World,$652.3
51,Christopher Nolan,"$2,018.8",9,$224.3,The Dark Knight,$534.9
52,Jeffrey Silver,"$2,004.3",33,$60.7,Beauty and the Beast,$504.0
53,Ted Field,"$1,945.7",54,$36.0,Three Men and a Baby,$167.8
54,Ivan Reitman,"$1,941.0",31,$62.6,Ghostbusters,$242.2
55,Marty Bowen,"$1,934.8",16,$120.9,The Twilight Saga: Eclipse,$300.5
56,Jonathan Glickman,"$1,886.9",34,$55.5,Rush Hour 2,$226.2
57,Dana Goldberg,"$1,879.8",17,$110.6,I Am Legend,$256.4
58,Deborah Snyder,"$1,875.8",9,$208.4,Wonder Woman,$412.6
59,Ralph Winter,"$1,872.4",25,$74.9,X-Men: The Last Stand,$234.4
60,Tom DeSanto,"$1,830.5",8,$228.8,Transformers 2,$402.1
61,David Hoberman,"$1,823.8",27,$67.5,Beauty and the Beast,$504.0
62,Mark Vahradian,"$1,807.8",13,$139.1,Transformers 2,$402.1
63,Judd Apatow,"$1,801.0",27,$66.7,Bridesmaids,$169.1
64,Jon Peters,"$1,759.5",35,$50.3,Batman,$251.2
65,Don Murphy,"$1,733.6",16,$108.4,Transformers 2,$402.1
66,Erwin Stoff,"$1,731.3",25,$69.3,I Am Legend,$256.4
67,Gerald R. Molen,"$1,693.0",18,$94.1,Jurassic Park,$402.5
68,Michael G. Wilson,"$1,689.1",14,$120.6,Skyfall,$304.4
69,Jon Landau,"$1,670.2",6,$278.4,Avatar,$760.5
70,Mark Johnson,"$1,605.0",32,$50.2,The Chronicles of Narnia,$291.7
71,David Ellison,"$1,604.4",12,$133.7,Star Trek Into Darkness,$228.8
72,Scott Stuber,"$1,603.8",23,$69.7,Ted,$218.8
73,Lawrence Gordon,"$1,596.1",33,$48.4,Tomb Raider,$131.2
74,Douglas Wick,"$1,572.9",21,$74.9,Gladiator,$187.7
75,Mark Gordon,"$1,568.1",35,$44.8,Saving Private Ryan,$216.5
76,Jason Blum,"$1,567.8",32,$49.0,Get Out,$175.5
77,Ridley Scott,"$1,558.2",37,$42.1,The Martian,$228.4
78,Vin Diesel,"$1,535.6",11,$139.6,Furious 7,$353.0
79,Sam Mercer,"$1,520.2",15,$101.3,Sixth Sense,$293.5
80,Gary Goetzman,"$1,516.4",24,$63.2,My Big Fat Greek Wedding,$241.4
81,Ron Howard,"$1,495.6",29,$51.6,The Grinch,$260.0
82,Robert Simonds,"$1,464.5",33,$44.4,Big Daddy,$163.5
83,James Lassiter,"$1,431.4",13,$110.1,I Am Legend,$256.4
84,Tom Cruise,"$1,423.0",15,$94.9,Mission: Impossible II,$215.4
85,J.C. Spink,"$1,422.2",16,$88.9,The Hangover,$277.3
86,Todd Garner,"$1,415.7",24,$59.0,Paul Blart: Mall Cop,$146.3
87,Clint Eastwood,"$1,412.5",27,$52.3,American Sniper,$350.1
88,Gale Anne Hurd,"$1,383.2",27,$51.2,Terminator 2,$205.9
89,Akiva Goldsman,"$1,381.0",18,$76.7,I Am Legend,$256.4
90,Nina Jacobson,"$1,370.1",8,$171.3,Catching Fire,$424.7
91,Michael Shamberg,"$1,369.0",38,$36.0,Django Unchained,$162.8
92,Barbara Broccoli,"$1,359.9",8,$170.0,Skyfall,$304.4
93,Don Hahn,"$1,331.7",12,$111.0,Lion King,$422.8
94,Steve Tisch,"$1,326.6",30,$44.2,Forrest Gump,$330.3
95,Joe Medjuck,"$1,326.4",27,$49.1,Ghostbusters II,$112.5
96,Michael Tadross,"$1,315.3",16,$82.2,I Am Legend,$256.4
97,Roy Lee,"$1,306.3",22,$59.4,The LEGO Movie,$257.8
98,Will Smith,"$1,301.0",14,$92.9,Hancock,$227.9
99,Tom Rosenberg,"$1,299.6",57,$22.8,Runaway Bride,$152.3
100,John Hughes,"$1,296.4",22,$58.9,Home Alone,$285.8
101,Graham King,"$1,282.6",22,$58.3,Argo,$136.0
102,Patricia Whitcher,"$1,254.3",11,$114.0,The Avengers,$623.4
103,Gary Lucchesi,"$1,253.4",46,$27.2,Runaway Bride,$152.3
104,Paula Wagner,"$1,248.4",16,$78.0,War of the Worlds,$234.3
105,Susan Downey,"$1,245.1",16,$77.8,Iron Man 2,$312.4
106,Larry J. Franco,"$1,244.9",17,$73.2,Batman Begins,$206.9
107,James Cameron,"$1,240.6",10,$124.1,Avatar,$760.5
108,Chris Bender,"$1,232.1",17,$72.5,The Hangover,$277.3
109,Jeffrey Katzenberg,"$1,228.6",8,$153.6,Shrek 2,$441.2
110,Peter Chernin,"$1,228.5",12,$102.4,Dawn of the Planet of the Apes,$208.5
111,Rick McCallum,"$1,228.3",9,$136.5,The Phantom Menace,$474.5
112,Darla K. Anderson,"$1,227.5",5,$245.5,Toy Story 3,$415.0
113,Stacey Sher,"$1,224.0",30,$40.8,Django Unchained,$162.8
114,Jon Kilik,"$1,213.7",29,$41.9,The Hunger Games,$408.0
115,Sydney Pollack,"$1,202.2",36,$33.4,Tootsie,$177.2
116,Tucker Tooley,"$1,199.9",35,$34.3,We're the Millers,$150.4
117,Don Carmody,"$1,181.1",53,$22.3,Chicago,$170.7
118,Broderick Johnson,"$1,177.9",25,$47.1,The Blind Side,$256.0
119,Andrew A. Kosove,"$1,177.9",25,$47.1,The Blind Side,$256.0
120,Tom Hanks,"$1,165.1",14,$83.2,My Big Fat Greek Wedding,$241.4
121,Paul Schwake,"$1,163.7",11,$105.8,Star Trek Into Darkness,$228.8
122,Jeffrey Chernov,"$1,149.2",14,$82.1,Star Trek,$257.7
123,Arnold Kopelson,"$1,147.3",21,$54.6,The Fugitive,$183.9
124,Will Packer,"$1,130.1",18,$62.8,Straight Outta Compton,$161.2
125,David Maisel,"$1,123.3",5,$224.7,Iron Man,$318.4
126,Marc Platt,"$1,108.1",21,$52.8,La La Land,$151.1
127,Adam McKay,"$1,097.6",14,$78.4,Daddy's Home,$150.4
128,Seth Rogen,"$1,085.8",12,$90.5,Neighbors,$150.2
129,Barry Mendel,"$1,074.1",15,$71.6,Sixth Sense,$293.5
130,Thomas M. Hammel,"$1,069.2",13,$82.2,Night at the Museum,$250.9
131,Bryan Singer,"$1,066.1",8,$133.3,X-Men: Days of Future Past,$233.9
132,Laurence Mark,"$1,054.7",28,$37.7,Jerry Maguire,$154.0
133,Laeta Kalogridis,"$1,051.4",4,$262.8,Avatar,$760.5
134,Irwin Winkler,"$1,048.2",29,$36.1,Rocky IV,$127.9
135,Jordan Kerner,"$1,047.4",19,$55.1,The Smurfs,$142.6
136,Todd Black,"$1,028.5",26,$39.6,The Pursuit of Happyness,$163.6
137,Evan Goldberg,"$1,028.2",12,$85.7,Neighbors,$150.2
138,Denise Di Novi,"$1,024.1",27,$37.9,Batman Returns,$162.8
139,Jason Clark,"$1,016.9",15,$67.8,Ted,$218.8
140,Mireille Soria,"$1,016.2",8,$127.0,Madagascar 3,$216.4
141,Lloyd Levin,$991.3,19,$52.2,Tomb Raider,$131.2
142,Robert Lorenz,$988.6,14,$70.6,American Sniper,$350.1
143,Scott Mednick,$977.5,10,$97.8,300,$210.6
144,M. Night Shyamalan,$973.2,10,$97.3,Signs,$228.0
145,Brad Pitt,$960.7,23,$41.8,World War Z,$202.4
146,Roberto Orci,$933.7,8,$116.7,Star Trek Into Darkness,$228.8
147,Jennifer Gibgot,$932.1,15,$62.1,Hairspray (2007),$118.9
148,Marc Abraham,$924.2,28,$33.0,Air Force One,$173.0
149,Mary Parent,$923.6,12,$77.0,Godzilla,$200.7
150,Scott Kroopf,$921.1,27,$34.1,Runaway Bride,$152.3
151,Scott Budnick,$913.5,9,$101.5,The Hangover,$277.3
152,Jim Van Wyck,$904.0,11,$82.2,Armageddon,$201.6
153,Todd Phillips,$900.3,9,$100.0,The Hangover,$277.3
154,Brad Fuller,$890.6,14,$63.6,Ninja Turtles,$191.2
155,Tim Herlihy,$886.0,8,$110.7,Grown Ups,$162.0
156,Zack Snyder,$880.6,4,$220.2,Wonder Woman,$412.6
157,Dan Lin,$879.4,8,$109.9,The LEGO Movie,$257.8
158,Jeff Skoll,$874.4,32,$27.3,Lincoln,$182.2
159,Doug Davison,$870.3,15,$58.0,The LEGO Movie,$257.8
160,Ice Cube,$867.7,16,$54.2,Straight Outta Compton,$161.2
161,Andrew Lazar,$865.8,18,$48.1,American Sniper,$350.1
162,Richard Vane,$850.7,20,$42.5,Home Alone 2: Lost in New York,$173.6
163,Michael Grillo,$849.7,12,$70.8,The Amazing Spider-Man,$262.0
164,Andrew Form,$843.8,14,$60.3,Ninja Turtles,$191.2
165,Beau Flynn,$839.5,25,$33.6,San Andreas,$155.2
166,Gianni Nunnari,$831.9,11,$75.6,300,$210.6
167,David Valdes,$827.7,21,$39.4,Green Mile,$136.8
168,Lynda Obst,$825.1,15,$55.0,Interstellar,$188.0
169,Luc Besson,$818.3,28,$29.2,Taken,$145.0
170,Jay Stern,$812.0,11,$73.8,Rush Hour 2,$226.2
171,Damon Lindelof,$806.7,5,$161.3,Star Trek,$257.7
172,Hutch Parker,$801.5,6,$133.6,X-Men: Days of Future Past,$233.9
173,Brad Grey,$801.1,17,$47.1,Charlie and the Chocolate Factory,$206.5
174,Clayton Townsend,$799.1,15,$53.3,Bridesmaids,$169.1
175,Tim Moore,$798.2,11,$72.6,American Sniper,$350.1
176,Lawrence Bender,$795.5,27,$29.5,Good Will Hunting,$138.4
177,Dean Devlin,$794.8,10,$79.5,Independence Day,$306.2
178,Mark Canton,$792.2,24,$33.0,300,$210.6
179,Tim Burton,$789.5,13,$60.7,Batman Forever,$184.0
180,Tom Shadyac,$788.3,7,$112.6,Bruce Almighty,$242.8
181,Daniel Lupi,$780.3,13,$60.0,Lincoln,$182.2
182,Nancy Meyers,$776.8,9,$86.3,What Women Want,$182.8
183,Matt Alvarez,$774.1,14,$55.3,Straight Outta Compton,$161.2
184,Ben Stiller,$763.3,13,$58.7,Megamind,$148.4
185,John C. Donkin,$761.3,5,$152.3,Ice Age 3,$196.6
186,Scott Aversano,$759.7,10,$76.0,The Last Airbender,$131.8
187,Michael Douglas,$756.1,17,$44.5,Face/Off,$112.3
188,Bradley Thomas,$746.9,15,$49.8,Something About Mary,$176.5
189,Charles B. Wessler,$745.6,13,$57.4,Something About Mary,$176.5
190,Suzanne Collins,$745.1,2,$372.6,The Hunger Games,$408.0
191,Steve Golin,$741.8,38,$19.5,The Revenant,$183.6
192,Steve Koren,$737.8,6,$123.0,Bruce Almighty,$242.8
193,Robert K. Weiss,$730.4,17,$43.0,Scary Movie 3,$110.0
194,Jason Blumenthal,$722.5,13,$55.6,The Pursuit of Happyness,$163.6
195,Tyler Perry,$719.5,15,$48.0,Madea Goes to Jail,$90.5
196,Megan Ellison,$714.4,13,$55.0,True Grit,$171.2
197,Michael Bostick,$711.4,6,$118.6,Bruce Almighty,$242.8
198,Stephen Sommers,$711.0,6,$118.5,Night at the Museum,$250.9
199,Dylan Clark,$706.5,7,$100.9,Dawn of the Planet of the Apes,$208.5
200,John Jacobs,$702.1,8,$87.8,Ted,$218.8
201,Peter Schlessel,$700.3,17,$41.2,Fifty Shades of Grey,$166.2
202,Cathy Konrad,$692.5,16,$43.3,Walk the Line,$119.5
203,Alex Kurtzman,$689.5,6,$114.9,Star Trek Into Darkness,$228.8
204,Bobby Cohen,$673.6,14,$48.1,Now You See Me,$117.7
205,Chris Moore,$672.2,14,$48.0,American Pie 2,$145.1
206,James Wan,$666.6,10,$66.7,Annabelle 2,$102.1
207,Will Ferrell,$665.1,9,$73.9,Daddy's Home,$150.4
208,Lucy Fisher,$661.3,9,$73.5,Divergent,$150.9
209,James G. Robinson,$658.0,30,$21.9,When Nature Calls,$108.4
210,Jonas Rivera,$649.5,2,$324.7,Inside Out,$356.5
211,Tripp Vinson,$649.2,11,$59.0,San Andreas,$155.2
