Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
513,Thomas Dean Donnelly,$93.1,4,$23.3,Sahara,$68.7
514,Joshua Oppenheimer,$93.1,4,$23.3,Sahara,$68.7
515,Tom Brady,$92.8,2,$46.4,The Animal,$57.7
516,Ryan Engle,$92.2,1,$92.2,Non-Stop,$92.2
517,John W. Richardson,$92.2,1,$92.2,Non-Stop,$92.2
518,Chris Roach,$92.2,1,$92.2,Non-Stop,$92.2
519,David Lynch,$91.8,7,$13.1,Dune,$30.9
520,David Hare,$91.6,7,$13.1,The Hours,$41.7
521,Graham Moore,$91.1,1,$91.1,The Imitation Game,$91.1
522,Jason Keller,$90.6,3,$30.2,Mirror Mirror,$64.9
523,Joshua Zetumer,$90.5,2,$45.2,RoboCop,$58.6
524,Jeffrey M. Howard,$90.3,1,$90.3,Planes,$90.3
525,Alex Garland,$90.0,5,$18.0,28 Days Later,$45.1
526,The Farrelly Bros.,$89.4,2,$44.7,Hall Pass,$45.1
527,Theodore Melfi,$89.2,2,$44.6,Going in Style (2017),$45.0
528,Karl Gajdusek,$89.1,2,$44.6,Oblivion,$89.1
529,Joseph Kosinski,$89.1,1,$89.1,Oblivion,$89.1
530,Ryan Murphy,$87.6,2,$43.8,Eat Pray Love,$80.6
531,Darren Lynn Bousman,$87.1,2,$43.5,Saw II,$87.0
532,Shawn Harwell,$86.9,1,$86.9,The Campaign,$86.9
533,Mark Schwahn,$86.4,3,$28.8,Coach Carter,$67.3
534,Tina Fey,$86.1,1,$86.1,Mean Girls,$86.1
535,David Wain,$85.8,4,$21.5,Role Models,$67.3
536,Neil Gaiman,$85.5,3,$28.5,Beowulf,$82.3
537,Trey Parker,$85.4,3,$28.5,"South Park - Bigger, Longer and Uncut",$52.0
538,Mike Judge,$85.2,4,$21.3,Beavis and Butt-Head Do America,$63.1
539,Guy Ritchie,$84.6,2,$42.3,The Man From U.N.C.L.E.,$45.4
540,Melissa Stack,$83.9,1,$83.9,The Other Woman,$83.9
541,Thomas Bezucha,$83.8,3,$27.9,The Family Stone,$60.1
542,Dan Mazeau,$83.7,1,$83.7,Wrath of the Titans,$83.7
543,Sofia Coppola,$83.7,6,$13.9,Lost in Translation,$44.6
544,Craig Brewer,$83.4,3,$27.8,Footloose,$51.8
545,Sue Smith,$83.3,1,$83.3,Saving Mr. Banks,$83.3
546,David Soren,$83.0,1,$83.0,Turbo,$83.0
547,Luke Greenfield,$82.4,1,$82.4,Let's Be Cops,$82.4
548,Nicholas Thomas,$82.4,1,$82.4,Let's Be Cops,$82.4
549,John Erick Dowdle,$80.3,3,$26.8,Quarantine,$31.7
550,Drew Dowdle,$80.3,3,$26.8,Quarantine,$31.7
551,Gregory Levasseur,$80.2,5,$16.0,The Hills Have Eyes,$41.8
552,Michael Cimino,$80.2,3,$26.7,Magnum Force,$39.8
553,Gina Prince-Bythewood,$79.8,3,$26.6,The Secret Life of Bees,$37.8
554,Barry Levy,$79.7,2,$39.8,Vantage Point,$72.3
555,Sacha Gervasi,$78.2,3,$26.1,The Terminal,$77.9
556,Alex Kendrick,$78.2,3,$26.1,Courageous,$34.5
557,Stephen Kendrick,$78.2,3,$26.1,Courageous,$34.5
558,J.H. Wyman,$77.7,2,$38.9,The Mexican,$66.8
559,Steven Moffat,$77.6,1,$77.6,The Adventures of Tintin,$77.6
560,Kario Salem,$77.1,2,$38.6,The Score,$71.1
561,William Brent Bell,$76.3,2,$38.2,The Devil Inside,$53.3
562,Matthew Peterman,$76.3,2,$38.2,The Devil Inside,$53.3
563,Paul King,$76.3,1,$76.3,Paddington,$76.3
564,Mike Binder,$76.1,6,$12.7,Black or White,$21.6
565,Blake Masters,$75.6,1,$75.6,2 Guns,$75.6
566,Henry Selick,$75.3,1,$75.3,Coraline,$75.3
567,Marti Noxon,$73.4,2,$36.7,I Am Number Four,$55.1
568,Todd Graff,$73.2,6,$12.2,Joyful Noise,$30.9
569,Mark Neveldine,$72.7,5,$14.5,Crank,$27.8
570,Brian Taylor,$72.7,5,$14.5,Crank,$27.8
571,Ryan Condal,$72.7,1,$72.7,Hercules,$72.7
572,Stuart Blumberg,$72.4,3,$24.1,Keeping the Faith,$37.0
573,Alex Litvak,$72.4,2,$36.2,Predators,$52.0
574,Noam Dromi,$72.3,1,$72.3,Dolphin Tale,$72.3
575,Jim Carrey,$72.2,1,$72.2,Ace Ventura: Pet Detective,$72.2
576,Rian Johnson,$72.1,3,$24.0,Looper,$66.5
577,Neil Cross,$71.6,1,$71.6,Mama,$71.6
578,Barbara Muschietti,$71.6,1,$71.6,Mama,$71.6
579,Andres Muschietti,$71.6,1,$71.6,Mama,$71.6
580,Ben Ripley,$71.6,2,$35.8,Source Code,$54.7
581,Elizabeth Meriwether,$70.7,1,$70.7,No Strings Attached,$70.7
582,Tim McCanlies,$69.7,4,$17.4,Secondhand Lions,$42.1
583,John Orloff,$69.3,3,$23.1,Legend of the Guardians,$55.7
584,Dustin Lance Black,$69.2,3,$23.1,J. Edgar,$37.3
585,Rick Alvarez,$69.1,3,$23.0,A Haunted House,$40.0
586,Matt Reeves,$68.7,4,$17.2,Under Siege 2: Dark Territory,$50.0
587,Jim Sheridan,$68.3,7,$9.8,In the Name of the Father,$25.1
588,Rowan Joffe,$67.8,5,$13.6,The American,$35.6
589,Rob Lieber,$67.0,1,$67.0,Alexander,$67.0
590,Elisa Bell,$66.5,3,$22.2,Vegas Vacation,$36.4
591,Craig Rosenberg,$65.4,3,$21.8,The Uninvited,$28.6
592,Melisa Wallack,$65.0,2,$32.5,Mirror Mirror,$64.9
593,Pedro Almodovar,$64.7,15,$4.3,Volver,$12.9
594,John Quaintance,$64.6,3,$21.5,Hot Pursuit,$34.6
595,Josh Trank,$64.6,1,$64.6,Chronicle,$64.6
596,Albert Brooks,$64.1,8,$8.0,Mother (1996),$19.1
597,Mike Flanagan,$62.8,2,$31.4,Ouija 2,$35.1
598,Jeff Howard,$62.8,2,$31.4,Ouija 2,$35.1
599,Josh Heald,$62.6,2,$31.3,Hot Tub Time Machine,$50.3
600,John Swetnam,$62.5,2,$31.3,Into The Storm,$47.6
601,Len Wiseman,$62.3,1,$62.3,Underworld Awakening,$62.3
602,Guillermo Arriaga,$61.2,5,$12.2,Babel,$34.3
603,Ian Mackenzie Jeffers,$61.1,2,$30.6,The Grey,$51.6
604,Dinesh D'Souza,$61.0,3,$20.3,2016 Obama's America,$33.4
605,Andrew Fleming,$60.6,5,$12.1,The Craft,$24.8
